413659983419655.6,243070181223715.66,142572780216469.25,83722251594894.86,49172960919327.75,28873412710206.51,16962166764844.576,9956710076114.22,5847954532709.168,3435767713832.9316,2018571466287.6494,1185777236506.4438,696743551615.9518,409114991071.5585,240376280342.3596
243070181223715.66,413659983419655.6,242632204425594.53,142479612399373.34,83683181936097.95,49137147809916.484,28866435148000.195,16944458198305.23,9952124784952.25,5847034006322.009,3435231072245.032,2017971063020.721,1185727202564.3528,696237191955.8252,409075467999.8461
142572780216469.25,242632204425594.53,413659983419655.6,242911340818476.16,142670193901674.53,83773181702977.16,49213949619652.055,28888351049522.125,16967227344283.342,9968520031523.836,5856673609142.988,3440408409290.455,2021528412166.809,1187004280665.94,697426591456.8513
83722251594894.86,142479612399373.34,242911340818476.16,413659983419655.6,242956750578179.94,142659510410267.1,83807703317129.75,49194717611379.58,28893928781854.25,16975649704392.107,9973480447184.426,5858760158124.687,3442512838806.418,2021380185070.3303,1187665719049.559
49172960919327.75,83683181936097.95,142670193901674.53,242956750578179.94,413659983419655.6,242893151025980.28,142691623435454.6,83759294701752.39,49195019576064.33,28902868344039.285,16980922516458.344,9975168930693.027,5861248145745.106,3441617044396.3325,2022128549550.403
28873412710206.51,49137147809916.484,83773181702977.16,142659510410267.1,242893151025980.28,413659983419655.6,243011440771833.06,142646543598353.47,83781740638655.3,49223125433853.625,28919416199830.52,16988244407259.486,9982018021282.432,5861257279212.107,3443792707806.5747
16962166764844.576,28866435148000.195,49213949619652.055,83807703317129.75,142691623435454.6,243011440771833.06,413659983419655.6,242816415031129.2,142615316107673.06,83788800997025.34,49227333444601.36,28917802707215.355,16991633793304.91,9977174659911.082,5862107684672.911
9956710076114.22,16944458198305.23,28888351049522.125,49194717611379.58,83759294701752.39,142646543598353.47,242816415031129.2,413659983419655.6,242958241883794.8,142741890109607.62,83863267373736.1,49264123213688.11,28946803091176.027,16997030056080.54,9986636889170.6
5847954532709.168,9952124784952.25,16967227344283.342,28893928781854.25,49195019576064.33,83781740638655.3,142615316107673.06,242958241883794.8,413659983419655.6,243031919552135.1,142785350776164.34,83876950350608.14,49284741253910.86,28939093058405.223,17003218404783.71
3435767713832.9316,5847034006322.009,9968520031523.836,16975649704392.107,28902868344039.285,49223125433853.625,83788800997025.34,142741890109607.62,243031919552135.1,413659983419655.6,243032215453358.78,142765353436961.84,83886615747860.02,49256676969758.195,28940852939668.19
2018571466287.6494,3435231072245.032,5856673609142.988,9973480447184.426,16980922516458.344,28919416199830.52,49227333444601.36,83863267373736.1,142785350776164.34,243032215453358.78,413659983419655.6,242997882504875.72,142781630882389.34,83838745989326.88,49259612454429.414
1185777236506.4438,2017971063020.721,3440408409290.455,5858760158124.687,9975168930693.027,16988244407259.486,28917802707215.355,49264123213688.11,83876950350608.14,142765353436961.84,242997882504875.72,413659983419655.6,243059924862742.34,142720314754898.38,83855588621226.27
696743551615.9518,1185727202564.3528,2021528412166.809,3442512838806.418,5861248145745.106,9982018021282.432,16991633793304.91,28946803091176.027,49284741253910.86,83886615747860.02,142781630882389.34,243059924862742.34,413659983419655.6,242893529521570.88,142712548842802.1
409114991071.5585,696237191955.8252,1187004280665.94,2021380185070.3303,3441617044396.3325,5861257279212.107,9977174659911.082,16997030056080.54,28939093058405.223,49256676969758.195,83838745989326.88,142720314754898.38,242893529521570.88,413659983419655.6,243046699121096.1
240376280342.3596,409075467999.8461,697426591456.8513,1187665719049.559,2022128549550.403,3443792707806.5747,5862107684672.911,9986636889170.6,17003218404783.71,28940852939668.19,49259612454429.414,83855588621226.27,142712548842802.1,243046699121096.1,413659983419655.6
